rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
88,Miami OH,MAC,31-1,116.56685312237266,68,107.49265270776044,150,0.7174784844250641,88,31.291117450329256,1.708882549670742,18.0,0.0,18-0,0.34508432734703187,0.22558293136581972,0.4238236621806198,0.3607120781800628,0.22558293136581972,0.4238236621806198,0.91501155165446,0.9523945153821525,106.83163993712554,112.16846322643644,107.36727519935582,111.9259665340532,117.4883095997414,107.49100684754882,0.0,0.0,0.0,0.0,0.1710990295099315,1579.0,1401.0,1313.3874999999998,1.202234679407258,1.0667072741289225,0.0,1.0,2.424215238447114,34,1,69.93326471304506
89,Stephen F. Austin,Slnd,28-6,112.414350768036,109,103.72534496796888,83,0.7160839477004746,89,28.0,6.0,20.0,2.0,20-2,0.3879547964414049,0.31723496628114317,0.37603352234807585,0.3879547964414049,0.31723496628114317,0.37603352234807585,0.9009842530993636,0.9242812482049655,105.75565645101275,109.54152703917764,105.75565645101275,109.54152703917764,113.33143405644364,102.34935831367588,0.0,0.0,0.0,0.0,0.06584979002152547,1650.0,1429.0,1444.3500000000004,1.1423823865406582,0.9893723820403639,0.0,0.9090909090909091,-0.8726075019547833,58,43,65.78691703838152
90,Oregon,B10,12-20,111.71428260198249,116,103.36965609597493,74,0.7094636818011288,90,12.0,20.0,5.0,15.0,5-15,0.7395484357601345,0.5565958640806694,0.844526846667988,0.7395484357601345,0.5565958640806694,0.844526846667988,0.6444068034568372,0.81282169198636,116.5612283507862,103.15482410368077,116.5612283507862,103.15482410368077,111.10785667609866,103.04892637370907,112.69367822425403,106.48867933610713,0.657302994386901,16.0,-0.04357818325497509,1331.0,1494.0,1301.6750000000002,1.0225286649893406,1.147751935006818,0.0,0.25,-6.3071269775069485,127,280,65.92794131202452
91,Hofstra,CAA,24-10,113.0455996541013,99,104.78006496250629,95,0.7054046751909674,91,24.143023436482697,10.856976563517303,12.0,6.0,12-6,0.42957170985025656,0.45383581365536985,0.40143087280067186,0.4440080188925376,0.45383581365536985,0.40143087280067186,0.873235990665623,0.8484038889042704,107.12287910481982,108.86291714517886,107.7999475313085,108.67613831712282,112.7726860441231,105.1404111958304,112.86184687607309,100.37666544873812,0.7938350621373248,1.0,-0.011264651263839354,1327.0,1190.0,1166.4750000000001,1.1376154653978867,1.0201675989626866,0.0,0.6666666666666666,-4.724920577476471,96,209,64.70519835103339
92,High Point,BSth,30-4,115.56421890600862,74,107.41362764121556,149,0.6986973030538745,92,30.148420396423564,4.851579603576436,15.0,1.0,15-1,0.27814574604467857,0.2729902449843925,0.2823786883025906,0.29677286178288254,0.2729902449843925,0.2823786883025906,0.9329053728661918,0.9473677197111404,103.17521030625292,112.5032783646235,103.92360895382468,112.15957727776537,114.62259272330618,107.77811196425624,0.0,0.0,0.0,0.0,0.0402030830171326,1382.0,1148.0,1147.0125,1.2048691709985724,1.0008609322043134,0.0,0.9375,-1.4596826215543002,64,84,69.88242708113067
93,Yale,Ivy,24-7,118.11596050817268,55,109.97557535083286,205,0.6944906745058783,93,24.0,7.0,11.0,3.0,11-3,0.4273481001199525,0.434369998867309,0.3997141077746279,0.4273481001199525,0.434369998867309,0.3997141077746279,0.8908493189033518,0.8627507726147954,108.14672410015464,109.52877712043896,108.14672410015464,109.52877712043896,112.75507177897646,106.20766865750366,121.08704763973095,123.11806864729631,0.4523222228522137,1.0,0.05159176195805171,1069.0,929.0,916.0249999999999,1.1669987172839171,1.0141644605769495,0.0,0.7857142857142857,-1.5385257560871173,65,66,64.71745879031941
94,Xavier,BE,15-18,117.17539171460976,61,109.16626220881547,188,0.6930033486695972,94,15.0,18.0,6.0,14.0,6-14,0.7167764310658927,0.5398288321310584,0.800210531755688,0.7167764310658927,0.5398288321310584,0.800210531755688,0.6808025472171869,0.7932433522699093,113.59240831930033,102.73678893640215,113.59240831930033,102.73678893640215,117.29368087449697,110.6423646248023,113.04639036311049,107.54290580763069,0.6396732717084276,12.0,0.022293197545091847,1567.0,1695.0,1443.8,1.0853303781687214,1.1739853165258347,0.0,0.3,-5.025444609087416,98,117,70.30256766477383
95,Wyoming,MWC,18-15,114.52045906295308,85,106.76608477546745,136,0.6913208097292103,95,18.0,15.0,9.0,11.0,9-11,0.5745147722180711,0.37167438369715683,0.6703393487170586,0.5745147722180711,0.37167438369715683,0.6703393487170586,0.7808230979562826,0.8753032842924466,111.67578353835981,107.13290878293888,111.67578353835981,107.13290878293888,114.76378883978893,108.74064807369568,112.92915060504652,106.11801866664426,0.6715934711193025,7.0,-0.024452155278571697,1430.0,1473.0,1300.4875,1.099587654629514,1.132652178509982,0.0,0.45,-5.304476268480613,105,238,66.32230130994263
96,Cal Baptist,WAC,25-8,107.39724404651001,194,100.202774306501,37,0.689416846403343,96,25.1467535683756,8.853246431624399,13.0,5.0,13-5,0.45227913148768456,0.4477516582306901,0.4402454471210854,0.4662735190688,0.4477516582306901,0.4402454471210854,0.8605055749358664,0.8515439149686894,106.6530544966971,108.83668406686114,106.97831677308336,108.40733753554298,106.84252425738003,99.33089093830364,94.18090457857365,111.532636452952,0.12513814306451457,1.0,0.07010013787150138,1281.0,1179.0,1214.8750000000002,1.0544294680522686,0.9704702129848748,0.0,0.7222222222222222,-2.354365808943939,74,38,65.9206818716475
97,Notre Dame,ACC,13-18,114.9462691570061,78,107.29851927858502,147,0.6882121940242174,97,13.0,18.0,4.0,14.0,4-14,0.6897679482350919,0.5387039102236247,0.7988697534655961,0.6897679482350919,0.5387039102236247,0.7988697534655961,0.6714416202009402,0.7520025289266304,114.51447441006292,104.06232230079799,114.51447441006292,104.06232230079799,114.70510668684034,108.96904418728053,111.26956902019833,102.9338025583037,0.71002423795703,13.0,-0.02150498243453458,1311.0,1446.0,1226.6375,1.068775412458856,1.1788323771285323,0.0,0.2222222222222222,-5.675245913201346,113,230,66.03404884112506
98,Mississippi St.,SEC,13-19,112.7713701413719,105,105.4455738998665,108,0.6840456641855182,98,13.0,19.0,5.0,13.0,5-13,0.7257457358314728,0.5165443017146938,0.8695535646071249,0.7257457358314728,0.5165443017146938,0.8695535646071249,0.6572752340518615,0.8276719467159774,116.88774634249043,104.56647554390031,116.88774634249043,104.56647554390031,114.7582229826283,105.5109922408977,110.72097416275328,104.645192139179,0.6567928619597878,14.0,0.0025182849369757565,1384.0,1553.0,1298.1749999999997,1.0661120419049823,1.196294798467079,0.0,0.2777777777777778,-5.637481468823272,111,166,69.4930370254849
99,Saint Joseph's,A10,22-11,108.21510851297414,177,101.25970140669732,43,0.6822157905757967,99,22.315516016355357,11.684483983644643,13.0,5.0,13-5,0.4965359852997286,0.3608846813501412,0.5655865468815122,0.5047396833617581,0.3608846813501412,0.5655865468815122,0.8363176621938433,0.8776318084121831,108.47960939948601,107.66343953839402,108.83421809435492,107.66096659143237,110.69715569281148,99.68398292794474,107.62654318155788,114.88710941372912,0.3206577033780185,4.0,0.030204534490889667,1310.0,1246.0,1219.6374999999998,1.0740896372897686,1.0216150290557646,0.0,0.7222222222222222,-4.092254917899311,90,103,67.94049523097918
100,South Carolina,SEC,13-19,111.68267007051932,118,104.51243239160787,90,0.6820238812967908,100,13.0,19.0,4.0,14.0,4-14,0.6690252689926012,0.37711599155796666,0.8684381572182828,0.6690252689926012,0.37711599155796666,0.8684381572182828,0.6657916295216605,0.878214428266468,115.91602846054839,106.22028069342485,115.91602846054839,106.22028069342485,111.18601473784172,104.30001242703621,109.19809742707493,104.6716234126061,0.6193662727910305,15.0,-0.03990048832251841,1271.0,1474.0,1238.8875,1.025920432646225,1.1897771185842136,0.0,0.2222222222222222,-6.180280309969531,124,270,66.2967166784476
101,Kansas St.,B12,12-20,112.67004412066561,107,105.52339288481039,112,0.6799638337480554,101,12.0,20.0,3.0,15.0,3-15,0.7125991141938283,0.5115347958415477,0.8481148559726246,0.7125991141938283,0.5115347958415477,0.8481148559726246,0.6546512691077766,0.8120290829150869,114.99141572824897,103.93448366926087,114.99141572824897,103.93448366926087,109.99302889849912,104.60127001876259,113.1492975590173,108.48732692175915,0.6186589906523062,14.0,-0.03832475561124793,1305.0,1505.0,1313.8374999999999,0.9932735212688024,1.1454993482831781,0.0,0.16666666666666666,-6.7047944977965095,132,265,72.65943555659472
102,DePaul,BE,16-16,106.67400806617351,207,99.91566157123675,33,0.6797640036818171,102,16.0,16.0,8.0,12.0,8-12,0.6496742562479878,0.3638593721268881,0.8015172615125188,0.6496742562479878,0.3638593721268881,0.8015172615125188,0.7297303302671936,0.9036058965957445,112.50406011855557,105.65858433947034,112.50406011855557,105.65858433947034,107.81464524078687,98.8860516187862,104.34547745395867,95.1004408056779,0.7440064410946313,7.0,0.014691962405837922,1341.0,1417.0,1333.45,1.0056620045745996,1.0626570175109677,0.0,0.4,-5.1914984150766985,102,136,66.44300093284777
103,Pittsburgh,ACC,13-20,112.57791419192961,108,105.49388419355844,110,0.6786150854178278,103,13.0,20.0,5.0,13.0,5-13,0.7014045131834586,0.5263569905338918,0.8126492454934426,0.7014045131834586,0.5263569905338918,0.8126492454934426,0.6876448840288036,0.8107660806810242,114.51832496825035,104.24394100991753,114.51832496825035,104.24394100991753,110.85289890574708,104.69546909658192,110.73608611360709,107.75264730990132,0.5778812940420114,12.0,-0.03700142414585217,1213.0,1328.0,1171.1499999999999,1.0357341075011741,1.1339281902403622,0.0,0.2777777777777778,-7.284165382730302,141,262,63.6470421975078
104,Seattle,WCC,21-13,102.00657689186679,294,95.59585990904584,14,0.6784023775682417,104,21.0,13.0,8.0,10.0,8-10,0.5161092125646283,0.3745876635808673,0.613074188833967,0.5161092125646283,0.3745876635808673,0.613074188833967,0.8202296060533025,0.9034256755951812,111.00843764201635,107.97366520005694,111.00843764201635,107.97366520005694,101.9610635612533,95.12223593308296,111.87271209491882,98.65294473445816,0.8094078151122556,6.0,-0.004673461183036465,1204.0,1229.0,1234.7875,0.9750665600356337,0.9953129587074699,0.0,0.4444444444444444,-5.378610751450176,108,186,67.7335441517844
105,UNLV,MWC,18-16,115.60761672778614,73,108.51132844944227,170,0.6744746062340421,105,18.0,16.0,11.0,9.0,11-9,0.625005065833843,0.4990787732427385,0.6732155963813901,0.625005065833843,0.4990787732427385,0.6732155963813901,0.7623010494305984,0.8297542620941816,112.08029369940579,105.35074623016224,112.08029369940579,105.35074623016224,117.6216891648116,109.87186668700527,117.91938135947161,105.4449330792823,0.7834425321174681,8.0,0.020506114977233314,1589.0,1570.0,1396.575,1.1377835060773678,1.124178794550955,0.0,0.55,-6.007974421849787,120,126,69.92258523361065
106,Sam Houston St.,CUSA,22-11,113.92074688157487,90,107.01784924393645,141,0.6723503653202705,106,22.19728962287679,11.802710377123208,13.0,7.0,13-7,0.4591633089886377,0.4386476602171294,0.46683163270368117,0.47098033991715116,0.4386476602171294,0.46683163270368117,0.8607073969690268,0.8231892915823152,109.75200718468982,109.108407056516,110.0158057146761,108.83525076467532,114.15545743568268,108.32587865438673,127.0040611099327,114.7743696988791,0.7621285687527305,1.0,-0.0026933209126588364,1593.0,1497.0,1388.975,1.146888892888641,1.0777731780629602,0.0,0.65,-5.289085331821476,103,183,70.01022996119889
107,Davidson,A10,20-14,110.15663636285839,144,103.53038356118168,76,0.671160646218748,107,20.0,14.0,10.0,8.0,10-8,0.5236248796797967,0.44058448454797766,0.5729503401527316,0.5236248796797967,0.44058448454797766,0.5729503401527316,0.829421972796412,0.8352028381298927,109.61016520724222,106.94101605312004,109.61016520724222,106.94101605312004,110.97523868859484,103.61082778509596,100.99186154295425,107.56606759966509,0.32623772173041093,3.0,-0.020641815383942608,1243.0,1214.0,1154.6125,1.0765516569411817,1.0514350052506793,0.0,0.5555555555555556,-5.885529396795784,117,228,63.68524790277989
108,Pacific,WCC,18-15,110.41115709309878,138,103.9531690885274,86,0.6666590535884364,108,18.0,15.0,8.0,10.0,8-10,0.5267036801091913,0.40496675154451517,0.5856810138365086,0.5267036801091913,0.40496675154451517,0.5856810138365086,0.8052164301525618,0.8468557538633628,110.46798846939122,106.85824822350313,110.46798846939122,106.85824822350313,110.71700607626124,103.68310274635976,109.12982081150317,104.00208606430591,0.6349387009819938,6.0,-0.04204924620834949,1278.0,1260.0,1181.95,1.081264012860104,1.0660349422564406,0.0,0.4444444444444444,-6.825192955223535,134,278,64.39037276923591
109,Maryland,B10,12-21,111.71269038449466,117,105.75864601443578,115,0.6524585059614841,109,12.0,21.0,4.0,16.0,4-16,0.7361072265393866,0.5275181805168784,0.8435940115559483,0.7361072265393866,0.5275181805168784,0.8435940115559483,0.5986595823452686,0.740106272372686,116.82124250336219,103.09566252805561,116.82124250336219,103.09566252805561,111.83698708772529,107.3624356695899,112.89536065290326,108.91948005380391,0.6016401009203639,18.0,0.010238940637678773,1314.0,1552.0,1286.975,1.020998853901591,1.20592863109229,0.0,0.2,-5.441739249865426,109,146,66.28080795807661
110,Illinois St.,MVC,20-12,109.14027886997533,161,103.36958436288197,73,0.6512906885082589,110,20.760924478642124,12.239075521357876,12.0,8.0,12-8,0.5047785471133539,0.40401029043934256,0.546652623443465,0.502868908088544,0.40401029043934256,0.546652623443465,0.8596794648293542,0.884729976792041,109.31343052949543,108.49250715077522,109.30767332308938,108.58251270116013,108.8997448853408,102.84268085884693,122.57865711817487,111.57327922075226,0.7468383137215205,1.0,0.00672679712457136,1459.0,1374.0,1349.0875,1.0814717355249381,1.0184661854772206,0.0,0.6,-5.807894483579906,115,155,66.81215061986555
111,Illinois Chicago,MVC,19-15,109.5211642781029,152,103.77056859084519,84,0.6502770738829601,111,19.228276479662128,15.77172352033787,12.0,8.0,12-8,0.49212017486670045,0.36766058364934506,0.5467523501723822,0.5015842926711361,0.36766058364934506,0.5467523501723822,0.8553806314454284,0.8956516886138141,109.28125698451029,108.52941206913597,109.45812605251388,108.29203006909863,109.92477603588556,101.31223377312992,0.0,0.0,0.0,0.0,-0.06329555292085409,1461.0,1354.0,1340.9875000000004,1.089495614239506,1.0097036698701514,0.0,0.6,-8.627172758218746,171,325,66.2672923164404
112,St. Thomas,Sum,24-10,112.89013194110726,103,107.22602778503975,144,0.6438180669304364,112,24.0,10.0,12.0,4.0,12-4,0.35820369135950064,0.37643532598156004,0.32021512925253354,0.35820369135950064,0.37643532598156004,0.32021512925253354,0.9052370853035007,0.8812840382625058,106.88173843913633,111.71520611114084,106.88173843913633,111.71520611114084,115.56919419157943,110.03757638341614,107.08945883220954,111.92050252581605,0.3757963927077174,1.0,-0.02302511538708607,1371.0,1181.0,1118.2,1.226077624754069,1.0561616884278304,0.0,0.75,-5.03154782491708,99,235,68.39712028457402
113,UC Irvine,BW,23-12,103.83945680797616,266,98.69654284819245,26,0.642022952584184,113,23.0,12.0,15.0,5.0,15-5,0.45560400013548047,0.43869897279060327,0.44748023890619315,0.45560400013548047,0.43869897279060327,0.44748023890619315,0.8941094970061872,0.8927913616025832,107.9570136630071,108.8769291248792,107.9570136630071,108.8769291248792,105.48072633773246,98.78692019126987,0.0,0.0,0.0,0.0,-0.008173880289809476,1537.0,1379.0,1440.6750000000002,1.0668610200079822,0.9571902059798357,0.0,0.75,-5.945766761555536,118,199,68.21954573996311
114,Utah,B12,10-22,114.7546582419417,82,109.25124277824521,190,0.6376506321009136,114,10.0,22.0,2.0,16.0,2-16,0.7247584131460816,0.5401560136756486,0.8489090818544559,0.7247584131460816,0.5401560136756486,0.8489090818544559,0.6628739512443912,0.8329362466955408,115.28652593051821,103.57772212246081,115.28652593051821,103.57772212246081,114.72756741998943,109.75899065232285,114.37251514571985,106.77432534908004,0.6879489729387329,13.0,-0.06593908628468126,1259.0,1438.0,1191.5749999999998,1.0565847722552086,1.2068061179531295,0.0,0.1111111111111111,-8.863706565262518,175,330,66.29447579333464
115,North Dakota St.,Sum,27-7,111.28147200804693,122,105.98666912890764,121,0.6365956835705653,115,27.093677522422727,7.906322477577271,14.0,2.0,14-2,0.33922844586095335,0.37024626192958887,0.3211026454414363,0.3565157413750529,0.37024626192958887,0.3211026454414363,0.9097487191750387,0.9109722696370256,105.9896341131783,111.87115778134637,106.51672612220808,111.37689148940173,113.97393431381632,109.32427573518127,0.0,0.0,0.0,0.0,0.04923595335372899,1312.0,1136.0,1088.4375000000002,1.205397645707723,1.0436979615274187,0.0,0.875,-3.4189067409547755,83,69,66.34791892616717
116,Liberty,CUSA,26-7,118.03746680093626,56,112.60623055667493,262,0.6322096475569116,116,26.0,7.0,17.0,3.0,17-3,0.4336993298004564,0.3641844625430746,0.45916642750637504,0.4336993298004564,0.3641844625430746,0.45916642750637504,0.885665927467619,0.8758798524456235,107.5699989715934,108.65677379888686,107.5699989715934,108.65677379888686,118.89618746962688,112.92057165591272,73.65911599283122,107.92066366750248,0.01221974473316309,1.0,0.12318717450793826,1550.0,1458.0,1308.0625,1.184958669788332,1.1146256390654117,0.0,0.85,-2.1785406720495692,72,4,63.955257597871224
117,Rutgers,B10,14-19,110.84102195775657,128,105.78680329847265,117,0.6310486928592789,117,14.384854797472322,19.61514520252768,6.0,14.0,6-14,0.6847259951384936,0.3971314642113946,0.8251689570777045,0.686121697173504,0.3971314642113946,0.8251689570777045,0.6558596657854784,0.853245528968419,114.79084225510398,104.32070046987853,114.79081036682437,104.34589974856243,114.18347279923132,106.74917754268863,112.65350630969508,111.04567454120244,0.5412348140903852,15.0,0.025619912303027792,1430.0,1599.0,1352.1375,1.0575847500716458,1.1825720387164766,0.0,0.3,-5.366130713786524,107,110,66.68167234513332
118,Hawaii,BW,24-8,106.66921982006888,209,101.82392373903876,53,0.6305569621220283,118,24.10718764822605,8.892812351773951,14.0,6.0,14-6,0.39791943168911575,0.2678510371691519,0.44860710858279296,0.4141728370109441,0.2678510371691519,0.44860710858279296,0.8916803941984062,0.9347761015632539,105.7816052440372,109.67940606168308,106.4941530621932,109.4160202910757,107.80558022403703,103.86426099067673,0.0,0.0,0.0,0.0,0.047839978307391506,1578.0,1475.0,1461.9624999999996,1.0793710508990486,1.0089178073993008,0.0,0.7,-3.84570415995942,86,71,69.56771686348158
119,UT Rio Grande Valley,Slnd,19-14,111.27124001365735,123,106.36138099146135,126,0.6269080908055827,119,19.0,14.0,14.0,8.0,14-8,0.42314271956214206,0.4920518962087862,0.38402519186792056,0.42314271956214206,0.4920518962087862,0.38402519186792056,0.8623735186014088,0.7568412244103434,107.54157346140205,108.79494730303921,107.54157346140205,108.79494730303921,111.25716004273765,108.14080225345913,107.64595509495483,102.03933547788722,0.6491093549376825,3.0,-0.08205063221305064,1626.0,1515.0,1446.725,1.1239178143738444,1.0471927975254454,0.0,0.6363636363636364,-8.155395829653958,157,347,66.38709264958219
120,George Mason,A10,23-10,110.46977265489897,137,106.19642325967314,123,0.6115167507909792,120,23.0,10.0,11.0,7.0,11-7,0.5033221602323535,0.33694537624232745,0.6195342521583947,0.5033221602323535,0.33694537624232745,0.6195342521583947,0.8633775493730459,0.9232649808960681,109.68399386697432,109.00112734774805,109.68399386697432,109.00112734774805,111.21460576599155,107.53242535239974,108.5240390504464,104.05821959733954,0.6185134497239249,2.0,0.09605034341450913,1247.0,1225.0,1137.5249999999999,1.0962396430847674,1.0768994088042023,0.0,0.6111111111111112,-3.0369822383667766,81,13,63.6226296835014
121,UC San Diego,BW,23-11,106.09152114379995,224,102.1889551136378,61,0.6061131672353313,121,23.0,11.0,12.0,8.0,12-8,0.44162699449629517,0.4250831833127984,0.45100655056251854,0.44162699449629517,0.4250831833127984,0.45100655056251854,0.8939284596066875,0.8876361204026506,107.15850954672389,108.59469434694635,107.15850954672389,108.59469434694635,103.95920920475993,102.12620810534476,0.0,0.0,0.0,0.0,0.03457643983107783,1435.0,1398.0,1392.3374999999999,1.0306409185991185,1.0040669018826256,0.0,0.6,-5.953639012215899,119,95,67.18662858011092
122,Duquesne,A10,18-15,110.658588981559,132,106.59850570420829,130,0.6058431541295776,122,18.0,15.0,9.0,9.0,9-9,0.5126213286847505,0.3391803617894754,0.6190894687601332,0.5126213286847505,0.3391803617894754,0.6190894687601332,0.8287831690158782,0.870531558409235,109.73453171039316,107.78272262635055,109.73453171039316,107.78272262635055,110.92307361650971,107.04217975896081,115.0067772289323,110.19958482737599,0.6203481472711174,4.0,-0.02209398618499281,1329.0,1357.0,1241.7249999999997,1.0702852886106025,1.0928345648191027,0.0,0.5,-7.615711243420597,148,232,68.8168052988676
123,Florida Atlantic,Amer,18-15,109.48023252619753,155,105.51807612588928,111,0.6044184797440705,123,18.0,15.0,9.0,9.0,9-9,0.5107801309672809,0.4696466570011048,0.5363314391748872,0.5107801309672809,0.4696466570011048,0.5363314391748872,0.8481779338442306,0.8499954865839597,109.57381877511287,107.6913561003793,109.57381877511287,107.6913561003793,108.89697708160075,104.40630066552754,115.352461247804,108.06845951989791,0.679203805583105,2.0,-0.02745693320982623,1385.0,1363.0,1294.1249999999998,1.0702211919250462,1.0532212885154064,0.0,0.5,-8.315827309412121,160,242,69.78713760856819
124,UNC Wilmington,CAA,27-6,110.18415108254027,143,106.20812537288805,124,0.6041179589426166,124,27.0,6.0,15.0,3.0,15-3,0.3597732958966296,0.28267263228196327,0.3884374069983793,0.3597732958966296,0.28267263228196327,0.3884374069983793,0.9238115677102468,0.944938879214306,106.11919277179226,111.34819075598074,106.11919277179226,111.34819075598074,109.87552145150653,105.98360490169954,0.0,0.0,0.0,0.0,0.10383693074860811,1349.0,1224.0,1190.8,1.1328518642929124,1.0278804165267048,0.0,0.8333333333333334,-2.826597984913122,77,11,64.95145390840013
125,San Francisco,WCC,17-16,113.19966682733197,96,109.16408574259168,187,0.6028759209363578,125,17.0,16.0,8.0,10.0,8-10,0.5699139304042159,0.46961887768904936,0.6520906048310904,0.5699139304042159,0.46961887768904936,0.6520906048310904,0.7850403483600085,0.845115321731491,110.7007075299955,106.1932935184842,110.7007075299955,106.1932935184842,111.08168587273357,108.93106819545099,108.72960688066155,106.30398234598135,0.5645025322152367,7.0,0.0073450766614931995,1305.0,1372.0,1224.1125,1.0660784854333243,1.1208120168693645,0.0,0.4444444444444444,-7.03132972882451,137,153,65.88790616126708
126,Washington St.,WCC,12-20,114.28077977655022,88,110.33316678308736,212,0.5997128927065053,126,12.0,20.0,7.0,11.0,7-11,0.6001456350639053,0.5743478116528541,0.6270531628422001,0.6001456350639053,0.5743478116528541,0.6270531628422001,0.789884428282125,0.8248862102077569,110.89450132159533,105.02865364268162,110.89450132159533,105.02865364268162,116.39427182927872,110.80221361933258,117.59769009844499,113.76685954031677,0.5940801466335696,5.0,-0.10827937206026861,1377.0,1401.0,1236.9250000000002,1.1132445378660791,1.1326474927744203,0.0,0.3888888888888889,-11.336886933873672,229,357,67.8724995165872
127,Montana St.,BSky,18-14,110.838523637078,129,107.28195161253454,145,0.5926812415684145,127,18.0,14.0,12.0,6.0,12-6,0.45013318991556295,0.46370549984687687,0.4336624288291374,0.45013318991556295,0.46370549984687687,0.4336624288291374,0.863276140374153,0.8057046807835254,110.18054363413442,110.03537471692788,110.18054363413442,110.03537471692788,112.08490749417552,107.97692912133746,102.78146054566423,92.7254991458181,0.7656764937096977,3.0,-0.04468347033498876,1394.0,1307.0,1217.4625,1.1450044662566607,1.0735443596825363,0.0,0.6666666666666666,-8.188544514029376,159,285,65.89198890743808
128,Southern Illinois,MVC,16-16,102.3950361661478,288,99.23581498167457,28,0.5891375900290187,128,16.0,16.0,10.0,10.0,10-10,0.50655934529396,0.4319510447372432,0.5527548368840236,0.50655934529396,0.4319510447372432,0.5527548368840236,0.8521669476251336,0.8576530205317425,108.91129791731906,108.32525948734626,108.91129791731906,108.32525948734626,100.59602322195255,96.73469709647833,0.0,0.0,0.0,0.0,-0.057340618811443145,1386.0,1351.0,1387.9750000000001,0.9985770637079198,0.973360471190043,0.0,0.5,-9.578112972228231,195,316,68.97918443826589
129,Fresno St.,MWC,13-19,106.98462969583363,201,103.68763880769812,82,0.5890346491264262,129,13.0,19.0,7.0,13.0,7-13,0.5861755621183115,0.4179226397348129,0.6720644698858724,0.5861755621183115,0.4179226397348129,0.6720644698858724,0.7861596295145331,0.8716328581818206,112.01570118119571,107.02121454155406,112.01570118119571,107.02121454155406,107.07056075386959,102.65939538992409,94.53859395754002,99.66343539406004,0.35272256949353714,6.0,-0.08345347994308905,1427.0,1477.0,1372.4749999999997,1.0397274995901566,1.0761580356654952,0.0,0.35,-10.258139368550465,212,350,68.25737474211935
130,UC Santa Barbara,BW,18-14,113.46837214763096,95,109.98934585064737,206,0.5885846053449284,130,18.0,14.0,11.0,9.0,11-9,0.4397068440048483,0.4102430729728241,0.4527251133108018,0.4397068440048483,0.4102430729728241,0.4527251133108018,0.8930638399253452,0.8898913233841866,106.5615354693354,107.9919773511412,106.5615354693354,107.9919773511412,114.98677526590113,110.05743768922989,0.0,0.0,0.0,0.0,-0.06694776834137184,1571.0,1480.0,1379.8999999999996,1.138488296253352,1.0725414885136606,0.0,0.55,-9.224328219701563,184,332,64.32368965951765
131,Toledo,MAC,19-15,114.42949430951852,87,111.02131467981954,225,0.586064950690328,131,19.0,15.0,11.0,7.0,11-7,0.4531900573920189,0.46378292329072346,0.4223512487317357,0.4531900573920189,0.46378292329072346,0.4223512487317357,0.8690314382063693,0.8450402096682103,109.35677474259053,109.84328010955562,109.35677474259053,109.84328010955562,115.12722764964946,112.77115495365851,107.3883864478313,115.10171173552095,0.31052036699687013,1.0,-0.04961329266473968,1459.0,1373.0,1239.5000000000002,1.1770875352964902,1.107704719645018,0.0,0.6111111111111112,-9.065846564535747,180,299,67.86364950805573
132,Wright St.,Horz,23-11,112.2259258700423,112,108.9193695973901,183,0.585142611618922,132,23.078715335031568,11.921284664968432,15.0,5.0,15-5,0.3960184193640924,0.4246408645569865,0.3858860643100418,0.4116431392941008,0.4246408645569865,0.3858860643100418,0.8915881925990359,0.8737182216346845,109.28367386324713,112.69027780816907,109.67656035728079,112.1784032222637,114.63049709416946,110.4436156423013,0.0,0.0,0.0,0.0,0.01004842551681917,1630.0,1527.0,1375.1875,1.1852929146025541,1.1103940371767487,0.0,0.75,-6.607432572786376,131,147,66.9686625996019
133,Memphis,Amer,13-19,107.85585200862891,184,104.70144223807604,93,0.5845187813796118,133,13.0,19.0,8.0,10.0,8-10,0.614210567099962,0.7010198982356786,0.5615772818543205,0.614210567099962,0.7010198982356786,0.5615772818543205,0.7687368087918758,0.6721532736211778,112.1465144257114,106.12513100689102,112.1465144257114,106.12513100689102,106.53306914956823,105.15133845238931,108.8597542601661,104.19105806001394,0.6234204784998998,5.0,-0.05212716658235167,1358.0,1367.0,1291.7375,1.0512971869284589,1.0582645467829184,0.0,0.4444444444444444,-9.659286367913579,197,304,69.93624372967719
134,Bradley,MVC,21-12,110.65518375121107,133,107.67288746506881,153,0.5779083148387332,134,21.454333096927375,12.545666903072625,13.0,7.0,13-7,0.49558928641737743,0.3630436390098877,0.5538550630679426,0.5012837552955292,0.3630436390098877,0.5538550630679426,0.8677943180853708,0.9223941710265301,108.27877204615328,108.06581365646905,108.28572028504689,107.85921459882896,112.0101375801933,109.2485865574545,0.0,0.0,0.0,0.0,0.06378128451137033,1562.0,1529.0,1406.2499999999998,1.1107555555555557,1.087288888888889,0.0,0.65,-6.037130614976405,121,46,67.49764209448632
