rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
178,Fordham,A10,17-15,103.04682189238015,281,104.15831971648686,88,0.46919439980117217,178,17.0,15.0,8.0,10.0,8-10,0.41963436523452413,0.1423823428191534,0.6019237061050667,0.41963436523452413,0.1423823428191534,0.6019237061050667,0.8702748243222586,0.9804969754653303,107.5764408456733,109.50365542825058,107.5764408456733,109.50365542825058,104.39066442274422,104.12597444681525,101.37621990076582,110.03199788057142,0.2804509858827948,2.0,-0.03906697078520771,1192.0,1232.0,1167.3125,1.0211490067998072,1.0554157519944316,0.0,0.4444444444444444,-9.515610193547184,192,268,64.18454211733355
179,Texas A&M Corpus Chris,Slnd,18-15,103.99852954224866,264,105.1362711546372,101,0.4687591135245834,179,18.0,15.0,13.0,9.0,13-9,0.41710778065408977,0.4280575089953229,0.39810200119602346,0.41710778065408977,0.4280575089953229,0.39810200119602346,0.8616418460189625,0.7680396016656958,108.09317575719734,108.68741148702404,108.09317575719734,108.68741148702404,104.63146674735427,105.08192461337238,85.68189996602646,90.12494080829838,0.3586136489987612,2.0,-0.007695320993547861,1538.0,1487.0,1457.7624999999998,1.0550415448332635,1.0200564220852164,0.0,0.5909090909090909,-9.058795318579916,179,197,65.90719994551316
180,Northern Kentucky,Horz,20-14,108.80837508158339,164,110.05003326647498,208,0.4674241541835258,180,20.0,14.0,10.0,10.0,10-10,0.37441473588637025,0.2895929565637971,0.3974042677236917,0.37441473588637025,0.2895929565637971,0.3974042677236917,0.9056477807818355,0.8943564567905855,109.85325011962696,113.50108554062962,109.85325011962696,113.50108554062962,108.23168315332887,109.5137959972127,100.02635373196274,115.54587158634045,0.15993791785665748,1.0,-0.007414554936546969,1625.0,1560.0,1436.1499999999999,1.131497406259792,1.0862375100094002,0.0,0.5,-9.657925911855735,196,195,69.99582335220921
181,Green Bay,Horz,18-15,112.94567409704544,102,114.24134549612347,292,0.46725373151019456,181,18.0,15.0,12.0,8.0,12-8,0.4290115847516228,0.5006986163385438,0.397420939361321,0.4290115847516228,0.5006986163385438,0.397420939361321,0.8811373376046183,0.8055419400842666,109.77060843426855,111.38829046699524,109.77060843426855,111.38829046699524,113.59563553857394,112.93133719149591,100.14509742478111,108.65220043315826,0.2813820943774677,2.0,0.0066241739712482595,1526.0,1482.0,1308.0749999999998,1.1665997744777632,1.1329625594862682,0.0,0.6,-9.741425027479858,200,156,62.94532550713227
182,UT Arlington,WAC,18-14,101.25601730619464,303,102.49275093526897,65,0.4651542542366201,182,18.0,14.0,9.0,9.0,9-9,0.4737429962693608,0.4621178388456553,0.47760003532398865,0.4737429962693608,0.4621178388456553,0.47760003532398865,0.8636542975611775,0.8432297865585431,108.25812674364924,107.8650255706332,108.25812674364924,107.8650255706332,102.58801369122487,104.47000111518713,89.20036579417169,99.25923239049843,0.22639631137305663,2.0,0.0719328253409659,1234.0,1233.0,1210.3125,1.0195713916860314,1.0187451587916343,0.0,0.5,-8.094591017161633,156,35,64.80275943809976
183,Utah Tech,WAC,19-15,111.13678591599407,124,112.61405830835378,263,0.4621089531271325,183,19.0,15.0,11.0,7.0,11-7,0.4568544662717513,0.42336422707122656,0.4780627730376654,0.4568544662717513,0.42336422707122656,0.4780627730376654,0.8433916165014503,0.7929533324590441,106.76514730065723,106.2251802398143,106.76514730065723,106.2251802398143,112.68315122621782,112.37013193487779,108.05845539190288,106.11826414617146,0.5519020827805373,3.0,0.04745317239142588,1362.0,1353.0,1242.425,1.0962432339980281,1.0889993359760146,0.0,0.6111111111111112,-8.17766432353131,158,73,66.43505893051058
184,South Alabama,SB,21-12,107.35160055227968,196,108.85397935503426,177,0.46012834353776494,184,21.0,12.0,11.0,7.0,11-7,0.3669013931877402,0.32379493698938033,0.36949473212518325,0.3669013931877402,0.32379493698938033,0.36949473212518325,0.9092097813031199,0.9237607364895688,106.23534253144933,111.37476676259236,106.23534253144933,111.37476676259236,105.3239216903573,108.14054824915812,113.1299545965397,101.90941085909076,0.768739690420037,1.0,0.0421180569474322,1323.0,1272.0,1213.225,1.0904819798471017,1.0484452595355356,0.0,0.6111111111111112,-7.503301510356968,146,82,64.56797731315234
185,Appalachian St.,SB,19-13,105.25791054698426,237,106.8607367794492,137,0.4566596465853232,185,19.0,13.0,11.0,7.0,11-7,0.35493961350304626,0.35342798737397474,0.35397831291248555,0.35493961350304626,0.35342798737397474,0.35397831291248555,0.9123194023204183,0.8874845089346604,106.82089896606821,111.94035826249232,106.82089896606821,111.94035826249232,106.03021037347224,104.97840450477553,102.98225779727618,98.94649535692264,0.6129526986142974,1.0,-0.007130437001410805,1269.0,1164.0,1150.375,1.1031185482994676,1.0118439639248071,0.0,0.6111111111111112,-9.173942022357222,183,194,62.97631394984885
186,Louisiana Tech,CUSA,20-14,103.23610634552335,277,104.88122431405861,96,0.45467146828125227,186,20.0,14.0,11.0,9.0,11-9,0.41294226072672574,0.27237439817459375,0.4770265883708036,0.41294226072672574,0.27237439817459375,0.4770265883708036,0.9004876730593497,0.9242108168634943,108.14612289907083,110.29287918148817,108.14612289907083,110.29287918148817,103.15957977512565,106.03238777274755,0.0,0.0,0.0,0.0,0.03952085543143202,1380.0,1394.0,1323.5000000000002,1.0426898375519453,1.0532678503966753,0.0,0.55,-9.264216070277072,185,85,63.92670842777501
187,Campbell,CAA,16-18,110.30451915813956,140,112.1723873349202,246,0.45187256969748046,187,16.0,18.0,8.0,10.0,8-10,0.47105806259598415,0.5250814430612833,0.4293196113422729,0.47105806259598415,0.5250814430612833,0.4293196113422729,0.8390012633264032,0.7432651486592156,108.76638850974814,108.10486093275041,108.76638850974814,108.10486093275041,111.99855912546131,112.53802695629507,102.15751559193185,109.30603945827872,0.3147918134559694,4.0,-0.018624663197162883,1395.0,1375.0,1238.9624999999999,1.125942068464542,1.109799529848563,0.0,0.4444444444444444,-10.980898558892246,226,223,69.83074611211089
188,Detroit Mercy,Horz,17-15,108.68137972524416,169,110.52547814328459,216,0.45177680280701,188,17.0,15.0,12.0,8.0,12-8,0.4243694777091139,0.473926653465764,0.3989352098816191,0.4243694777091139,0.473926653465764,0.3989352098816191,0.8784896505088009,0.7846170976803881,109.45971552810293,111.30281977980995,109.45971552810293,111.30281977980995,109.87452269019994,111.84416974082346,96.09509533355263,105.44930768776621,0.2557343653864957,1.0,0.00017878997886988657,1584.0,1568.0,1391.1375,1.1386365474297113,1.1271351681627444,0.0,0.6,-9.808567435397867,203,173,68.80409365361989
189,Portland,WCC,15-19,106.20506067764364,221,108.0297072480179,159,0.4511818415883407,189,15.0,19.0,6.0,12.0,6-12,0.5558131156299109,0.4449504758527857,0.6443395321448087,0.5558131156299109,0.4449504758527857,0.6443395321448087,0.8054279542594021,0.8689539210463659,111.234276267258,106.5812023178581,111.234276267258,106.5812023178581,107.84799696285948,108.70011152131215,115.20362360039053,109.99384342640263,0.6299921840532533,6.0,0.022802891692399796,1252.0,1386.0,1222.8875,1.023806359947256,1.1333830789831443,0.0,0.3333333333333333,-10.502162848867487,217,114,68.4831409726089
190,New Mexico St.,CUSA,16-16,108.10331583191311,180,109.97510357078811,204,0.4508056607356285,190,16.0,16.0,8.0,12.0,8-12,0.43775588354326617,0.35165954555261464,0.4692740566448806,0.43775588354326617,0.35165954555261464,0.4692740566448806,0.8979014118128743,0.9104059087946166,108.31079003976964,108.9550035267357,108.31079003976964,108.9550035267357,109.74122885619991,112.38262090397299,0.0,0.0,0.0,0.0,-0.023232407828419066,1508.0,1528.0,1368.675,1.101795532175279,1.1164082050158,0.0,0.4,-11.391036385899127,231,236,66.5908410988282
191,Siena,MAAC,23-11,107.0043460265305,200,108.85900733346853,178,0.45075591426010686,191,23.01522147502823,11.98477852497177,13.0,7.0,13-7,0.29414380918140676,0.3231612154333235,0.2693648555448229,0.31378296265947175,0.3231612154333235,0.2693648555448229,0.9100006192915694,0.8959558199972542,102.60660192854152,112.03724506030665,103.33472728876245,111.42705020582008,109.25213909953602,111.65468018868452,91.499311931371,106.33047442904318,0.15090309245351197,1.0,0.017450633551637673,1448.0,1327.0,1282.1625000000001,1.1293420295789338,1.0349702163337329,0.0,0.65,-7.838196826774267,152,131,64.6214966963043
192,Youngstown St.,Horz,15-17,106.20600708972103,220,108.15743446509333,164,0.4478446467291449,192,15.0,17.0,8.0,12.0,8-12,0.38434387173250406,0.3373764556089178,0.39932002161013513,0.38434387173250406,0.3373764556089178,0.39932002161013513,0.9011516260119055,0.8822443210365002,109.21530988519926,112.70097017598519,109.21530988519926,112.70097017598519,107.03302010180985,110.05079470955351,138.86806091593448,110.07895267167214,0.9353391839835269,1.0,-0.09923246693440912,1531.0,1515.0,1372.5375000000001,1.1154522189739806,1.103794978279282,0.0,0.4,-12.628433300684256,253,356,67.24717441596559
193,Charleston,CAA,21-11,106.6705241303152,208,108.63961073969597,173,0.44760581627096135,193,21.0,11.0,14.0,4.0,14-4,0.42662230519254496,0.43812181173131076,0.41537643795488743,0.42662230519254496,0.43812181173131076,0.41537643795488743,0.8928554819725302,0.8729838939128597,108.05043737825612,110.9092435548785,108.05043737825612,110.9092435548785,107.3985196086274,105.97131944695306,121.88074741183438,108.62508431073223,0.7898660778081602,1.0,0.12255745777782334,1377.0,1299.0,1251.2250000000001,1.100521488940838,1.0381825810705507,0.0,0.7777777777777778,-6.27352314071471,126,5,67.71500737490372
194,Furman,SC,22-12,106.80300738712354,202,108.93854831575794,184,0.4433257522527387,194,22.038629113702,12.961370886297999,10.0,8.0,10-8,0.31740974251569265,0.3635549854578221,0.2796362164465199,0.3355399976132864,0.3635549854578221,0.2796362164465199,0.9150370919919305,0.9080432559082537,107.16463242570144,114.38245272421487,107.6603595928779,113.77325919738752,104.4160145941974,107.66299381846858,0.0,0.0,0.0,0.0,0.006342917218534971,1335.0,1265.0,1199.7875000000001,1.1126970401008511,1.0543533750768364,0.0,0.5555555555555556,-8.765217610576567,173,158,65.83352560890422
195,Missouri St.,CUSA,16-18,109.29018983616453,159,111.49016375375096,231,0.4429515242997914,195,16.0,18.0,8.0,12.0,8-12,0.43620321779242854,0.3465660818477205,0.4724482516802485,0.43620321779242854,0.3465660818477205,0.4724482516802485,0.8919508210292847,0.8991202730581499,108.15336256067961,108.94456979946416,108.15336256067961,108.94456979946416,110.65244593758601,110.52850532526725,0.0,0.0,0.0,0.0,-0.05239815335184905,1514.0,1499.0,1366.4250000000002,1.1080008050203998,1.0970232541120075,0.0,0.4,-12.901403530891374,260,305,65.25563285429081
196,East Tennessee St.,SC,23-11,107.73544692591776,186,109.9603530761998,203,0.441500639809585,196,23.0,11.0,13.0,5.0,13-5,0.3128006254063847,0.35912286628348805,0.2798347144392293,0.3128006254063847,0.35912286628348805,0.2798347144392293,0.9230940149078297,0.8818723543032237,106.31889547222524,114.27159007433501,106.31889547222524,114.27159007433501,107.75513878198541,108.63168165308511,109.24785615648894,109.28974341758432,0.49889789507776194,1.0,0.031162771530478972,1404.0,1259.0,1206.025,1.1641549719118591,1.0439252917642667,0.0,0.7222222222222222,-7.464477413794435,144,101,66.01006107517415
197,Cal St. Fullerton,BW,18-16,107.4494467308088,192,109.69762877766368,195,0.44074632420255816,197,18.0,16.0,12.0,8.0,12-8,0.4927283185478081,0.5229116929618277,0.46719113083067876,0.4927283185478081,0.5229116929618277,0.46719113083067876,0.8581438382400003,0.8056977716353254,108.7244391685601,107.74314996091633,108.7244391685601,107.74314996091633,108.17026213407762,109.99112227977278,91.7336164392616,122.21986964092405,0.0355805770009517,1.0,0.07354830898660164,1599.0,1573.0,1480.1624999999997,1.0802867928352464,1.0627211539273562,0.0,0.6,-9.474864478894554,190,31,72.84798725890461
198,Queens,ASun,21-13,114.56573036176238,84,117.01678529750652,316,0.43943887571248275,198,21.02842614674407,13.971573853255927,13.0,5.0,13-5,0.3827249040401545,0.5200283529610785,0.27578535494608636,0.39933335461081854,0.5200283529610785,0.27578535494608636,0.8416493353344044,0.7189546571277324,108.61726903499981,113.17190085230509,109.34195819073497,112.78796312746054,114.18394030374624,116.04027394913265,109.97484388735579,122.87923888990095,0.21824383781405052,4.0,0.049218006545532544,1554.0,1424.0,1264.5625,1.228883507141798,1.1260811545494984,0.0,0.7222222222222222,-7.012707653472234,136,70,69.49718692396263
199,Howard,MEAC,24-10,104.39672050150767,254,106.64101331007251,132,0.43915207320126526,199,24.015621387460822,10.984378612539176,11.0,3.0,11-3,0.22476136089469043,0.34479658400127233,0.08353684218234707,0.2463434841566987,0.34479658400127233,0.08353684218234707,0.9020317202036515,0.8634644965035301,101.31111526265406,113.99197890189403,102.15826919635589,113.24679712751222,104.2148997796965,105.23614906182532,101.35365037348294,111.20398000060617,0.25604482601912076,2.0,-0.035412019026676345,1131.0,886.0,983.2875,1.1502231036192365,0.9010589476628148,0.0,0.7857142857142857,-6.879413780924467,135,258,69.07047769477877
200,UMBC,AE,24-9,107.86260375906292,183,110.18918147089133,211,0.43895218637426503,200,24.0,9.0,14.0,2.0,14-2,0.22705493612391914,0.3270089800155135,0.1469853786519552,0.22705493612391914,0.3270089800155135,0.1469853786519552,0.9318158710370733,0.8640888643589946,101.04444022807151,114.31148675552772,101.04444022807151,114.31148675552772,107.33136249310527,107.57237621991518,105.04577721433536,116.69275727601296,0.22984177756215038,1.0,-0.010432645085131864,1213.0,1015.0,1051.8125000000002,1.153247370610256,0.965000891318557,0.0,0.875,-5.1533730322811895,101,206,66.03104704021895
201,New Orleans,Slnd,15-18,108.56404304180846,171,110.95437261587767,224,0.43771121028856613,201,15.0,18.0,12.0,10.0,12-10,0.4873431083533548,0.7311504634444299,0.4008640294220879,0.4873431083533548,0.7311504634444299,0.4008640294220879,0.8226050586163914,0.6072749040332682,107.94633850998687,107.57405977040897,107.94633850998687,107.57405977040897,110.32251605881592,112.79212416710975,105.45102435081347,99.52634265052507,0.6603779650881578,3.0,0.002763783352504212,1694.0,1676.0,1536.1375000000003,1.1027658656858514,1.0910481646336996,0.0,0.5454545454545454,-10.584987652385369,218,165,69.74810926156229
202,Jacksonville St.,CUSA,15-17,105.28729514611749,236,107.75590377584189,154,0.43376132143639,202,15.0,17.0,10.0,10.0,10-10,0.40583428494327045,0.2696001724477988,0.4785144780729035,0.40583428494327045,0.2696001724477988,0.4785144780729035,0.9073510615085303,0.9411346335522173,107.74387387552545,110.06144894932507,107.74387387552545,110.06144894932507,107.91302839165178,107.10979131315892,0.0,0.0,0.0,0.0,-0.07314850933765493,1441.0,1424.0,1333.6750000000002,1.080473128760755,1.0677263951112526,0.0,0.5,-12.807888398202582,259,339,65.0882211062049
203,Tulane,Amer,18-15,107.40947946454223,193,109.95404297847406,202,0.43308839745565514,203,18.0,15.0,8.0,10.0,8-10,0.5020171652826773,0.40736771605143657,0.5667554493633147,0.5020171652826773,0.40736771605143657,0.5667554493633147,0.8693085842628363,0.9028747408842749,108.17144543071979,107.25703777777166,108.17144543071979,107.25703777777166,106.47869837676615,108.40128593917086,110.62220478437997,113.81965882476243,0.41880380225446107,2.0,0.08717216200734629,1294.0,1372.0,1246.675,1.0379609761966833,1.100527402891692,0.0,0.4444444444444444,-9.113688994470692,182,18,66.8439944174075
204,Drexel,CAA,17-16,102.5069986805033,286,105.05743445287098,99,0.42981024889852704,204,17.0,16.0,10.0,8.0,10-8,0.38773160221502245,0.3290396715101655,0.43303800760893074,0.38773160221502245,0.3290396715101655,0.43303800760893074,0.9104804064007951,0.9238959570200028,105.83072854990318,110.38988785664478,105.83072854990318,110.38988785664478,101.40989636825218,101.85602894537966,0.0,0.0,0.0,0.0,-0.04200489424270615,1174.0,1169.0,1150.8,1.0201598887730274,1.0158150851581509,0.0,0.5555555555555556,-11.851079304307605,240,277,64.18486828710996
205,Weber St.,BSky,16-16,110.95792433804084,127,113.73274879400353,280,0.42946024965524493,205,16.0,16.0,10.0,8.0,10-8,0.43556794155405726,0.40660119225747293,0.45140966586070697,0.43556794155405726,0.40660119225747293,0.45140966586070697,0.8774783080047412,0.8494755714901514,108.04607155491651,109.89290435521052,108.04607155491651,109.89290435521052,111.97176981261832,114.41872002339412,112.61034666652961,100.97613388594336,0.778003292979848,1.0,-0.011996537538284113,1433.0,1428.0,1259.4125000000001,1.1378321241054856,1.1338620189969528,0.0,0.5555555555555556,-10.710879522202061,220,211,68.52516442217792
206,Indiana St.,MVC,11-21,105.77046342163979,231,108.63077410139255,172,0.4238814924079607,206,11.0,21.0,4.0,16.0,4-16,0.4835058767993367,0.3259584363015467,0.5689263970440595,0.4835058767993367,0.3259584363015467,0.5689263970440595,0.8501717421009924,0.8669247171669507,108.19629114095414,107.13039779670558,108.19629114095414,107.13039779670558,107.41669303027327,110.49189724105736,105.98202438053873,104.51876510566102,0.5398858299012351,1.0,-0.11431583612708346,1463.0,1561.0,1401.5500000000002,1.0438443152224322,1.1137669009311117,0.0,0.2,-14.721799691910984,291,361,68.20632839920735
207,Columbia,Ivy,16-12,107.69559680764141,187,110.75898283354825,219,0.4200544495978408,207,16.0,12.0,5.0,9.0,5-9,0.386259793736021,0.33436661011049823,0.43815297736154385,0.386259793736021,0.33436661011049823,0.43815297736154385,0.8871110661980336,0.8762724606314117,107.66666304171099,110.87468303486308,107.66666304171099,110.87468303486308,106.45414460209065,114.73298889775364,109.31610130742551,115.86691676082596,0.33865729397550964,1.0,0.021415430462782603,1008.0,1067.0,936.4625000000001,1.0763912062682701,1.1393942629843692,0.0,0.35714285714285715,-7.85337119787767,153,122,66.81625928400263
208,James Madison,SB,18-15,109.01070709978819,162,112.22606158778929,248,0.4171959352545449,208,18.0,15.0,9.0,9.0,9-9,0.3851269580317948,0.40172476134223106,0.380274413652594,0.3851269580317948,0.40172476134223106,0.380274413652594,0.8958492638355746,0.8523751229133705,106.29851842895908,110.80792775684068,106.29851842895908,110.80792775684068,106.95428082226161,110.74547548074817,118.26584378717192,121.4939191271671,0.4231914073253189,1.0,0.0011607455906100794,1320.0,1289.0,1205.1750000000002,1.0952766195780694,1.0695542141182814,0.0,0.5,-10.394530437430756,214,170,65.95725167993339
209,Mercer,SC,19-13,110.57338720696471,135,113.89985902896429,285,0.4156000442658124,209,19.0,13.0,11.0,7.0,11-7,0.34027083339314235,0.4167492579436829,0.28265301908803564,0.34027083339314235,0.4167492579436829,0.28265301908803564,0.8913396424045839,0.8095866888273934,107.77424217808345,113.2951109624413,107.77424217808345,113.2951109624413,111.93781875000428,115.63891800310132,103.09920415562999,98.76080571977195,0.6211411785727178,3.0,-0.0007626396614971442,1485.0,1384.0,1235.3000000000002,1.2021371326803203,1.1203756172589652,0.0,0.6111111111111112,-8.537728312886513,170,174,68.93650314706254
210,Marist,MAAC,19-12,99.41103235190243,330,102.4485511643409,64,0.4143229439790206,210,19.0,12.0,12.0,8.0,12-8,0.29879408109604294,0.3088322160877325,0.28045616512518334,0.29879408109604294,0.3088322160877325,0.28045616512518334,0.9395591702830878,0.9230638695423227,103.52005257544766,112.42915265970743,103.52005257544766,112.42915265970743,98.21684064344474,102.30292569512505,0.0,0.0,0.0,0.0,-0.02130817033821586,1360.0,1275.0,1324.9,1.0264925654766397,0.9623367801343496,0.0,0.6,-9.318536550427032,186,229,66.21952799813151
211,Rice,Amer,13-18,108.8961512064914,163,112.41075381369924,255,0.4096780192082136,211,13.0,18.0,7.0,11.0,7-11,0.46998132046543567,0.3992913506380104,0.5210351875630207,0.46998132046543567,0.3992913506380104,0.5210351875630207,0.86123400997715,0.8686841109298322,108.66571419035623,108.31060586370049,108.66571419035623,108.31060586370049,110.36903104047343,113.4380572590149,114.91132571519564,114.5116477769142,0.5100157495830637,1.0,-0.04700022260222064,1301.0,1372.0,1196.1124999999997,1.0876903301319902,1.147049295112291,0.0,0.3888888888888889,-12.30201200346239,246,292,65.60305847482991
212,San Jose St.,MWC,9-24,112.71955164840088,106,116.40544216363921,311,0.40853411589041644,212,9.0,24.0,3.0,17.0,3-17,0.6335686365653868,0.5048859033834638,0.6857056830063609,0.6335686365653868,0.5048859033834638,0.6857056830063609,0.7621242112252271,0.8202783771462966,112.65446979904723,105.55121837056036,112.65446979904723,105.55121837056036,111.96458179348883,118.19589463898483,111.4058800390231,113.83405286019142,0.4383260644516622,5.0,-0.04608912678131538,1382.0,1612.0,1305.4875,1.0586083742663182,1.2347877708518848,0.0,0.15,-13.943899517478819,281,289,64.98971480429496
213,Marshall,SB,19-13,111.87102465520019,115,115.59877103219699,305,0.40686155908168026,213,19.0,13.0,11.0,7.0,11-7,0.40282179432879783,0.44549693263594126,0.3745043749351439,0.40282179432879783,0.44549693263594126,0.3745043749351439,0.8962224973319467,0.8568756908269146,107.37626948031408,110.75287641165461,107.37626948031408,110.75287641165461,113.92056961275802,116.94929988521267,115.88180574069804,122.81646109194556,0.3388589102070632,1.0,0.07060818860042506,1468.0,1422.0,1259.1374999999998,1.1658774359432549,1.1293444917651965,0.0,0.6111111111111112,-8.525354517565788,168,37,69.3929440769918
214,San Diego,WCC,12-21,108.4380904338938,175,112.1931424065087,247,0.403359085441308,214,12.0,21.0,5.0,13.0,5-13,0.5282383406302877,0.3969428223504157,0.6145988643116399,0.5282383406302877,0.3969428223504157,0.6145988643116399,0.8233365851953854,0.8867688219593745,109.57561065424771,106.39389896395403,109.57561065424771,106.39389896395403,109.48807004303622,111.3539947989375,104.90123425208319,111.2277481360748,0.3377254447784926,5.0,-0.04399476357715726,1341.0,1459.0,1270.9875000000002,1.0550851208214085,1.1479263171352982,0.0,0.2777777777777778,-13.42641554889554,271,283,68.12840464577958
215,Drake,MVC,14-20,109.41239039321977,156,113.20192804114333,269,0.40334082024906787,215,14.0,20.0,6.0,14.0,6-14,0.5058001902604029,0.3441373341665324,0.570939211119488,0.5058001902604029,0.3441373341665324,0.570939211119488,0.8643056216307107,0.9262628337223813,108.41068414446043,107.36505687772585,108.41068414446043,107.36505687772585,107.58248333054038,113.95850491451738,0.0,0.0,0.0,0.0,-0.017229221762336377,1444.0,1577.0,1378.1625,1.047771942713577,1.1442772532266696,0.0,0.3,-13.666941424371513,274,220,67.07084176860376
216,La Salle,A10,9-23,105.82289467399761,230,109.60271620947267,194,0.4004487773742239,216,9.0,23.0,5.0,13.0,5-13,0.583105950992953,0.5258971638696054,0.6280766207319823,0.583105950992953,0.5258971638696054,0.6280766207319823,0.8066509800494328,0.8022761899191847,110.43333526747996,105.70310198125074,110.43333526747996,105.70310198125074,107.15034958304359,108.75554704083638,95.4752826067175,105.2460781210457,0.2459206113257201,3.0,-0.05911577160432668,1206.0,1341.0,1191.5625,1.0121164437450827,1.1254130605822188,0.0,0.2777777777777778,-14.929369585245114,297,320,65.74961344726341
217,Cal Poly,BW,14-19,109.29112862313652,158,113.28111741639577,271,0.3983467136204229,217,14.0,19.0,10.0,10.0,10-10,0.48991572369274206,0.5111838482465416,0.47134497693101707,0.48991572369274206,0.5111838482465416,0.47134497693101707,0.853898167086591,0.7984922184892075,107.84735390229416,106.86777048858599,107.84735390229416,106.86777048858599,110.42963792743626,115.48085880346382,125.50077067578368,114.34756404680269,0.7446533435236932,1.0,-0.0022349508150847353,1661.0,1689.0,1509.1125000000002,1.1006469033952073,1.1192008548070471,0.0,0.5,-12.546287044512805,251,181,74.08927252608859
218,Tennessee St.,OVC,23-9,107.68015943960955,189,111.71816934663153,237,0.3957127499633965,218,23.022685314732513,9.977314685267487,15.0,5.0,15-5,0.27160621406800545,0.39773047672188266,0.20885461776262834,0.2926413866883671,0.39773047672188266,0.20885461776262834,0.8995989748156854,0.8205186575451805,102.61590498356989,111.73224723001509,103.31748092814809,111.09099248976764,109.12654775480296,115.6682120120455,86.17508662049241,100.52101410753929,0.1454384742558034,1.0,0.07456018322066504,1621.0,1474.0,1411.7375000000002,1.1482304606911695,1.0441034540769796,0.0,0.75,-5.655196020900847,112,27,70.12670223227565
219,Southern Miss,SB,19-16,104.58948684991552,251,108.66263665362031,174,0.39189416372228447,219,19.0,16.0,9.0,9.0,9-9,0.39946696152565314,0.4217862278962858,0.372820162786313,0.39946696152565314,0.4217862278962858,0.372820162786313,0.8937962216583452,0.8446132871751829,106.92007840691855,110.0775277822746,106.92007840691855,110.0775277822746,100.50689522231107,107.44290867115761,102.57880994078101,99.50382785414425,0.5866189277800204,1.0,0.034448130337670135,1318.0,1326.0,1275.8249999999998,1.0330570415221525,1.0393274939744872,0.0,0.5,-10.955284758099323,224,96,69.08410757507052
220,Buffalo,MAC,17-15,111.06010185488914,126,115.55683906115746,304,0.3878291258627844,220,17.0,15.0,7.0,11.0,7-11,0.3976577368375522,0.30287228732187005,0.44529943673870975,0.3976577368375522,0.30287228732187005,0.44529943673870975,0.8972267961952012,0.9311572816946142,106.98325739889017,110.49916089356353,106.98325739889017,110.49916089356353,112.77395550206838,116.4031146753216,0.0,0.0,0.0,0.0,0.014035759234357403,1414.0,1436.0,1242.3999999999999,1.138119768190599,1.1558274307791372,0.0,0.3888888888888889,-10.467450906859575,215,141,66.46321797169308
221,Quinnipiac,MAAC,19-13,103.5638140269088,270,107.8692583623298,155,0.3849909142221537,221,19.0,13.0,12.0,8.0,12-8,0.3403146710023803,0.4568627076262772,0.27251283704804385,0.3403146710023803,0.4568627076262772,0.27251283704804385,0.8968081407868498,0.8000947782461004,103.94444357290344,110.77880597382223,103.94444357290344,110.77880597382223,102.38710703962145,107.77805615646204,117.09343383740931,114.1667132296758,0.572263651987435,2.0,0.020330056422023124,1473.0,1397.0,1382.3999999999999,1.0655381944444446,1.0105613425925928,0.0,0.6,-8.680490709437132,172,127,70.08538149566886
222,Western Carolina,SC,15-16,109.22511501570418,160,113.84200672477967,283,0.38317197130875297,222,15.0,16.0,10.0,8.0,10-8,0.37209706357159245,0.5024140679688613,0.2861863076778153,0.37209706357159245,0.5024140679688613,0.2861863076778153,0.8636047850291815,0.716555287508833,108.30478098208305,112.3757131119372,108.30478098208305,112.3757131119372,111.89156675723217,115.48076436705797,101.31119045089366,114.17703319449157,0.2018353127027309,4.0,-0.05674374140594973,1438.0,1360.0,1209.3875,1.1890316379158872,1.1245361805045941,0.0,0.5555555555555556,-10.751777819114901,222,315,67.8885419641647
223,South Dakota St.,Sum,14-18,107.378919513288,195,111.91973336540386,240,0.3831243742616046,223,14.0,18.0,7.0,9.0,7-9,0.4030928794218541,0.44140124308916595,0.35213346441541155,0.4030928794218541,0.44140124308916595,0.35213346441541155,0.8753029831783141,0.8287369089373132,107.68316761768287,109.91817288853096,107.68316761768287,109.91817288853096,107.80430179258894,113.81702400980762,112.13180113724972,106.36987164377152,0.6471773617024313,1.0,-0.07264656863418906,1225.0,1186.0,1078.8625000000002,1.135455166900323,1.0993059819949251,0.0,0.4375,-12.802943823794923,258,338,66.99545334708293
224,Bethune Cookman,SWAC,17-15,104.08520640525524,260,108.48898098940305,169,0.38306814565844094,224,17.0,15.0,14.0,4.0,14-4,0.3821271171763542,0.6315829654221338,0.20841327000524323,0.3821271171763542,0.6315829654221338,0.20841327000524323,0.832754600230857,0.6367079206208562,106.20516309814408,110.02407017563097,106.20516309814408,110.02407017563097,104.30441313400463,106.67761332247409,100.1706880838579,113.89266604563865,0.18597482577301064,6.0,-0.004488737612095561,1420.0,1278.0,1302.975,1.089813695581266,0.9808323260231394,0.0,0.7777777777777778,-8.512845260764157,167,185,68.98727183619684
